"QNA_ACCOUNT","Account","QNA_INDICATOR","Indicator","QNA_BRANCH","Industry breakdown","QNA_PRICE","Price type and unit","QNA_ADJ","Adjustment","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",10598,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",11045,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","A","Annual","2019","2019",38860.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","A","Annual","2020","2020",39702.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","A","Annual","2021","2021",41634.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","A","Annual","2022","2022",43513.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",9675,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",9803,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",9968,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",10376,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",10468,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",10924,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",9604,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",9903,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",10206,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",10699,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",10860,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",9742,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",9840,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",10029,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",10584,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",11030,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","A","Annual","2019","2019",36785.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","A","Annual","2020","2020",36834.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","A","Annual","2021","2021",38469.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","A","Annual","2022","2022",39057.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",9179,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",9074,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",9262,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",9597,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",9686,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",9774,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",9137,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",9175,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",9449,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",9745,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",9777,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",9211,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",9259,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",9324,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",9738,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",9761,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","N","Gross data","A","Annual","2019","2019",36785.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","N","Gross data","A","Annual","2020","2020",36834.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","N","Gross data","A","Annual","2021","2021",38469.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","N","Gross data","A","Annual","2022","2022",39057.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",9173,,
